OBJECTID,Facility Name,Street Address,City,ZIP Code,County Code,County Name,Type,Category,longitude,latitude,x,y
405,KORYO HEALTH FOUNDATION,1058 S Vermont Ave,Los Angeles,90006,37,Los Angeles,Clinic,Community Clinic,-118.29157,34.05138,-13168155.99,4035702.537
406,UCLA SCHOOL OF NURSING HEALTH CENTER,545 S San Pedro St,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.24457,34.04328,-13162923.97,4034614.298
407,CLINICA MSR. OSCAR A ROMERO,123 S Alvarado St,Los Angeles,90057,37,Los Angeles,Clinic,Community Clinic,-118.27079,34.0661,-13165842.77,4037680.441
408,NORTHEAST VALLEY HEALTH CORPORATION,11133 Omelveny Ave,San Fernando,91340,37,Los Angeles,Clinic,Community Clinic,-118.44322,34.27348,-13185037.58,4065582.428
409,ALTAMED MEDICAL GROUP,9436 Slauson Ave,Pico Rivera,90660,37,Los Angeles,Clinic,Community Clinic,-118.09567,33.96805,-13146348.5,4024512.072
410,MAGIC JOHNSON SCHOOL BASED HEALTH CLINIC,2265 E 103Rd St,Los Angeles,90002,37,Los Angeles,Clinic,Community Clinic,-118.231248,33.943237,-13161440.97,4021182.032
411,"MISSION CITY COMMUNITY NETWORK, INC.",15206 Parthenia St,North Hills,91343,37,Los Angeles,Clinic,Community Clinic,-118.46373,34.22818,-13187320.75,4059481.673
412,"EL PROYECTO DEL BARRIO, INC- PACOIMA CLINIC",13711 Van Nuys Blvd,Pacoima,91331,37,Los Angeles,Clinic,Community Clinic,-118.43159,34.25926,-13183742.94,4063667.003
413,CULVER CITY YOUTH HEALTH CENTER,4401 Elenda St,Culver City,90230,37,Los Angeles,Clinic,Community Clinic,-118.40367,34.00864,-13180634.9,4029961.571
414,TAVARUA MEDICAL AND MENTAL SERVICES,8207 Whittier Blvd,Pico Rivera,90660,37,Los Angeles,Clinic,Community Clinic,-118.09604,34.00665,-13146389.69,4029694.337
415,"SAMUEL DIXON FAMILY HEALTH CENTER, INC.",30257 San Martinez Rd,Castaic,91384,37,Los Angeles,Clinic,Community Clinic,-118.66442,34.44739,-13209661.45,4089034.281
416,PREGNANCY HELP CENTER,1311 Crenshaw Blvd,Torrance,90501,37,Los Angeles,Clinic,Community Clinic,-118.32869,33.83507,-13172288.17,4006676.747
417,"EL PROYECTO DEL BARRIO, INC",8902 Woodman Ave,Arleta,91331,37,Los Angeles,Clinic,Community Clinic,-118.4369868,34.23165324,-13184343.7,4059949.313
418,AHF HEALTHCARE CENTER - HOLLYWOOD,1300 N Vermont Ave,Los Angeles,90027,37,Los Angeles,Clinic,Community Clinic,-118.29173,34.09569,-13168173.8,4041657.446
419,CLINICA PARA LAS AMERICAS,318 S Alvarado St,Los Angeles,90057,37,Los Angeles,Clinic,Community Clinic,-118.27278,34.0626,-13166064.29,4037210.12
420,ALTAMED MEDICAL GROUP - SENIOR BUENACARE,5425 Pomona Blvd,Los Angeles,90022,37,Los Angeles,Clinic,Community Clinic,-118.1495,34.03338,-13152340.83,4033284.369
421,COMMUNITY HEALTH FOUNDATION/BELL HEALTH CENTER,4129 Gage Ave,Bell,90023,37,Los Angeles,Clinic,Community Clinic,-118.19329,33.9788,-13157215.51,4025955.084
422,M.E.N.D.,13460 Van Nuys Blvd,Pacoima,91331,37,Los Angeles,Clinic,Community Clinic,-118.426323,34.262708,-13183156.62,4064131.417
423,PLANNED PARENTHOOD LOS ANGELES- BURBANK CENTER,916 W Burbank Blvd Ste M,Burbank,91506,37,Los Angeles,Clinic,Community Clinic,-118.322243,34.184094,-13171570.49,4053547.561
424,THE SABAN COMMUNITY CLINIC - HOLLYWOOD HEALTH CENTER,6043 Hollywood Blvd,Los Angeles,90028,37,Los Angeles,Clinic,Community Clinic,-118.32155,34.10169,-13171493.34,4042464.038
425,JWCH MEDICAL CLINIC - LYNWOOD,3624 Martin Luther King Jr Blvd,Lynwood,90262,37,Los Angeles,Clinic,Community Clinic,-118.203751,33.932108,-13158380.02,4019688.774
426,AVENUES PREGNANCY CLINIC OF GLENDALE,1911 W Glenoaks Blvd,Glendale,91201,37,Los Angeles,Clinic,Community Clinic,-118.29387,34.17432,-13168412.02,4052232.37
427,JEFFREY GOODMAN SPECIAL CARE CLINIC,1625 Schrader Blvd,Los Angeles,90028,37,Los Angeles,Clinic,Community Clinic,-118.33249,34.10026,-13172711.18,4042271.795
428,CHILDREN'S INSTITUTE INTRN'L BURTON E GREEN CTR,21810 Normandie Ave,Torrance,90502,37,Los Angeles,Clinic,Community Clinic,-118.29909,33.83024,-13168993.11,4006029.468
429,BUDDIST TZU CHI FREE CLINIC,1000 S Garfield Ave,Alhambra,91801,37,Los Angeles,Clinic,Free Clinic,-118.12304,34.08455,-13149395.32,4040160.025
430,"BRANDMAN CENTERS FOR SENIOR CARE, INC",7150 Tampa Ave,Reseda,91335,37,Los Angeles,Clinic,Community Clinic,-118.55343,34.20008,-13197306.1,4055698.969
431,"PLANNED PARENTHOOD LOS ANGELES, SOUTH BAY CENTER",14623 Hawthorne Blvd,Lawndale,90260,37,Los Angeles,Clinic,Community Clinic,-118.35278,33.89856,-13174969.85,4015188.579
432,AHF HEALTHCARE CENTER - DOWNTOWN,1414 S Grand Ave Ste 400,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.265466,34.036836,-13165250.1,4033748.618
433,BELL GARDENS FAMILY MEDICAL CENTER,6501 Garfield Ave,Bell Gardens,90201,37,Los Angeles,Clinic,Community Clinic,-118.14756,33.97292,-13152124.87,4025165.767
434,AHF HEALTHCARE CENTER-WESTSIDE HEALTHCARE CLINIC,99 N La Cienega Blvd,Beverly Hills,90211,37,Los Angeles,Clinic,Community Clinic,-118.37633,34.0676,-13177591.42,4037882.014
435,NORTHEAST VALLEY HEALTH CORP - HOMELESS DIVISION,7843 Lankershim Blvd,N Hollywood,91605,37,Los Angeles,Clinic,Community Clinic,-118.38781,34.2134,-13178869.37,4057491.893
436,ALTAMED/BUENACARE HEALTH CLINIC,1701 Zonal Ave,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.21066,34.06219,-13159149.13,4037155.026
437,EAST VALLEY COMMUNITY HEALTH CENTER INC,680 Fairplex Dr,Pomona,91768,37,Los Angeles,Clinic,Community Clinic,-117.78741,34.06247,-13112033.16,4037192.648
438,CENTRAL CITY COMMUNITY HEALTH CENTER,5970 S Central Ave,Los Angeles,90001,37,Los Angeles,Clinic,Community Clinic,-118.25642,33.98559,-13164243.11,4026866.624
439,ALTAMED MEDICAL GROUP,10454 Valley Blvd,El Monte,91731,37,Los Angeles,Clinic,Community Clinic,-118.045145,34.076318,-13140724.09,4039053.619
440,INST FOR MULTICULTURAL COUNSELING AND ED SVCS INC,3580 Wilshire Blvd,Los Angeles,90010,37,Los Angeles,Clinic,Community Clinic,-118.30252,34.06171,-13169374.93,4037090.528
441,"VISITING NURSE HOME SERS, CARE-A-VAN MOBILE HLTH",44733 Date Ave,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.14042,34.69496,-13151330.04,4122503.635
442,JHA GERIATRIC CLINIC,18855 Victory Blvd,Reseda,91335,37,Los Angeles,Clinic,Community Clinic,-118.54454,34.18661,-13196316.47,4053886.14
443,LAWNDALE MEDICAL AND MENTAL HEALTH SERVICES,4023 Marine Ave,Lawndale,90260,37,Los Angeles,Clinic,Community Clinic,-118.34444,33.89475,-13174041.45,4014677.61
444,SAFE HARBOR WOMEN'S CLINIC,721 E 5Th St,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.24106,34.04257,-13162533.24,4034518.914
445,SECOND STREET HEALTH CENTER,1942 E 2Nd St,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.2174,34.04528,-13159899.42,4034882.989
446,CALIFORNIA FAMILY CARE,1414 S Grand Ave,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.26552,34.03691,-13165256.11,4033758.559
447,NORTHEAST VALLEY HEALTH CORP LAC-CANOGA PARK HLTH,7107 Remmet Ave,Canoga Park,91303,37,Los Angeles,Clinic,Community Clinic,-118.60032,34.19931,-13202525.87,4055595.333
448,NORTHEAST VALLEY HLTH CORP LAC-VALENCIA HLTH CNTR,23763 Valencia Blvd,Valencia,91355,37,Los Angeles,Clinic,Community Clinic,-118.55217,34.41361,-13197165.84,4084475.218
449,ALTAMED SENIOR BUENACARE,512 S Indiana St,Los Angeles,90063,37,Los Angeles,Clinic,Community Clinic,-118.19223,34.02957,-13157097.51,4032772.589
450,BELL GARDENS COMMUNITY HEALTH CENTER,6912 Ajax Ave,Bell Gardens,90201,37,Los Angeles,Clinic,Community Clinic,-118.16294,33.96996,-13153836.96,4024768.445
451,COMMUNITY HEALTH FOUNDATION-NORTHEAST HEALTH CENTE,2032 Marengo St,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.207,34.05633,-13158741.7,4036367.622
452,QUEENSCARE HEALTH CENTERS,4618 Fountain Ave,Los Angeles,90029,37,Los Angeles,Clinic,Community Clinic,-118.29034,34.09558,-13168019.06,4041642.659
453,VENICE FAMILY CLINIC - ROBERT LEVINE FAMILY HEALTH.,905 Venice Blvd,Venice,90291,37,Los Angeles,Clinic,Community Clinic,-118.45437,33.99336,-13186278.8,4027909.817
454,VENICE FAMILY CLINIC SIMMS/MANN HEALTH AND WELLNESS,2509 Pico Blvd,Santa Monica,90405,37,Los Angeles,Clinic,Community Clinic,-118.46298,34.02295,-13187237.26,4031883.412
455,PLANNED PARENTHOOD LOS ANGELES - WHITTIER CENTER,7655 Greenleaf Ave,Whittier,90602,37,Los Angeles,Clinic,Community Clinic,-118.03742,33.97265,-13139864.14,4025129.524
456,SANTA CLARITA MEDICAL AND MENTAL HEALTH SERVICES,24625 Arch St,Newhall,91321,37,Los Angeles,Clinic,Community Clinic,-118.52894,34.38461,-13194579.89,4080562.75
457,CESAR E CHAVEZ MULTICULTURAL WELLNESS CENTER,2501 S Hill St,Los Angeles,90007,37,Los Angeles,Clinic,Community Clinic,-118.27031,34.02679,-13165789.33,4032399.18
458,LOS ANGELES CHRISTIAN HEALTH CENTERS,311 Winston St,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.24471,34.04541,-13162939.56,4034900.454
459,BILL MOORE COMMUNITY HEALTH CLINIC,1460 N Lake Ave,Pasadena,91104,37,Los Angeles,Clinic,Community Clinic,-118.1317466,34.171029,-13150364.53,4051789.566
460,COMMUNITY HEALTH FOUNDATION RAMONA GARDENS HEALTH,1424 Crusado Ln,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.19499,34.05831,-13157404.75,4036633.667
461,"ASIAN PACIFIC HEALTH CARE VENTURE, INC - LOS FELIZ HEALTHCAR",1530 Hillhurst Ave,Los Angeles,90027,37,Los Angeles,Clinic,Community Clinic,-118.28737,34.09942,-13167688.44,4042158.871
462,AVENUES PREGNANCY CLINIC OF HOLLYWOOD,1131 N Vermont Ave,Los Angeles,90029,37,Los Angeles,Clinic,Community Clinic,-118.29184,34.09187,-13168186.04,4041143.946
463,POMONA COMMUNITY HEALTH CENTER,750 S Park Ave,Pomona,91766,37,Los Angeles,Clinic,Community Clinic,-117.75431,34.0527,-13108348.49,4035879.885
464,ROOSEVELT HEALTH AND COMMUNITY SERVICES CENTER,456 S Mathews St,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.21112,34.03919,-13159200.33,4034064.844
465,SAN GABRIEL VALLEY FOUNDATION-DENTAL HEALTH CLINIC,14101 E Nelson Ave,La Puente,91746,37,Los Angeles,Clinic,Community Clinic,-117.98017,34.04293,-13133491.1,4034567.275
466,ARROYO VISTA FAMILY HEALTH CENTER,2221 N Broadway,Los Angeles,90031,37,Los Angeles,Clinic,Community Clinic,-118.21853,34.07342,-13160025.21,4038664.147
467,PALMDALE MEDICAL & MENTAL HEALTH SERVICES,2710 E Palmdale Blvd,Palmdale,93550,37,Los Angeles,Clinic,Community Clinic,-118.08094,34.58015,-13144708.76,4106969.906
468,VAN NUYS MEDICAL AND MENTAL HEALTH SERVICES,6265 Sepulveda Blvd,Van Nuys,91411,37,Los Angeles,Clinic,Community Clinic,-118.4666704,34.18492005,-13187648.06,4053658.722
469,LAMBDA MEDICAL GROUP,5757 Wilshire Blvd,Los Angeles,90036,37,Los Angeles,Clinic,Community Clinic,-118.35364,34.06256,-13175065.59,4037204.746
470,WEST COUNTY MEDICAL CORPORATION,100 E Market St,Long Beach,90805,37,Los Angeles,Clinic,Community Clinic,-118.19357,33.85427,-13157246.68,4009250.14
471,"EL PROYECTO DEL BARRIO, INC. - WINNETKA CLINIC",20800 Sherman Way,Winnetka,91306,37,Los Angeles,Clinic,Community Clinic,-118.58634,34.20079,-13200969.63,4055794.531
472,VENICE MEDICAL AND MENTAL HEALTH SERVICES,717 Lincoln Blvd,Venice,90291,37,Los Angeles,Clinic,Community Clinic,-118.464053,33.999485,-13187356.7,4028732.22
473,T.H.E. CLINIC AT RUTH TEMPLE HEALTH CENTER,3834 S Western Ave,Los Angeles,90062,37,Los Angeles,Clinic,Community Clinic,-118.30888,34.01659,-13170082.93,4031029.22
474,TARZANA TREATMENT CTR FAMILY MED CLINIC-LANCASTER,907 W Lancaster Blvd,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.14717,34.69736,-13152081.45,4122828.583
475,TARZANA TREATMENT CENTER FAMILY MEDICAL CLINIC,18646 Oxnard St,Tarzana,91356,37,Los Angeles,Clinic,Community Clinic,-118.53897,34.179803,-13195696.42,4052970.146
476,THE CHILDEN'S CLINIC FAMILY HEALTH CENTER WESTSIDE,2125 Santa Fe Ave,Long Beach,90810,37,Los Angeles,Clinic,Community Clinic,-118.21555,33.7958,-13159693.48,4001415.15
477,WHITTIER PREGNANCY CARE CLINIC,16147 Whittier Blvd,Whittier,90603,37,Los Angeles,Clinic,Community Clinic,-117.98578,33.94149,-13134115.61,4020947.61
478,NORTHEAST VALLEY HEALTH CORPORATION - EARLY INTERV,8215 Van Nuys Blvd,Panorama City,91402,37,Los Angeles,Clinic,Community Clinic,-118.44888,34.22002,-13185667.65,4058383.078
479,QUEENSCARE FAMILY CLINICS - BO HOON LEE WILSHIRE CTR.,3242 W 8Th St,Los Angeles,90005,37,Los Angeles,Clinic,Community Clinic,-118.30061,34.05761,-13169162.31,4036539.611
480,COMMUNITY HEALTH ALLIANCE OF PASADENA,1855 N Fair Oaks Ave,Pasadena,91103,37,Los Angeles,Clinic,Community Clinic,-118.1508,34.17753,-13152485.54,4052664.29
481,COMMUNITY HEALTH CARE CLINIC/N.P.P.,942 S Atlantic Blvd,Los Angeles,90022,37,Los Angeles,Clinic,Community Clinic,-118.1575579,34.01926664,-13153237.83,4031388.702
482,"PREGNANCY HELP CENTER OF SAN GABRIEL VALLEY, INC",5626 Rosemead Blvd,Temple City,91780,37,Los Angeles,Clinic,Community Clinic,-118.07344,34.10205,-13143873.87,4042512.434
483,ALTAMED MOBIL MEDICAL CLINIC,5427 Whittier Blvd,Los Angeles,90022,37,Los Angeles,Clinic,Community Clinic,-118.153483,34.01999418,-13152784.21,4031486.415
484,KHEIR HEALTH SERVICE CENTER,266 S Harvard Blvd,Los Angeles,90004,37,Los Angeles,Clinic,Community Clinic,-118.30401,34.06969,-13169540.8,4038162.877
485,HOLLYWOOD MEDICAL AND MENTAL HEALTH SERVICES,8346 Beverly Blvd,Los Angeles,90048,37,Los Angeles,Clinic,Community Clinic,-118.371652,34.075919,-13177070.67,4038999.998
486,SOUTH BAY FREE CLINIC - CARSON HIGH SCHOOL,22320 Main St,Carson,90745,37,Los Angeles,Clinic,Community Clinic,-118.27578,33.82397,-13166398.25,4005189.266
487,WOMEN'S AND CHILDREN'S CLINIC OF LITTLE CO. OF MARY,1403 Lomita Blvd Ste 100,Harbor City,90710,37,Los Angeles,Clinic,Community Clinic,-118.301248,33.797937,-13169233.34,4001701.415
488,HAWAIIAN GARDENS HEALTH CENTER,22310 Wardham Ave,Hawaiian Gardens,90716,37,Los Angeles,Clinic,Community Clinic,-118.06523,33.82611,-13142959.94,4005476.025
489,CHILDREN'S DENTAL HEALTH CLINIC,700 E Del Amo Blvd,Long Beach,90807,37,Los Angeles,Clinic,Community Clinic,-118.18484,33.84505,-13156274.86,4008014.302
490,PLAZA COMMUNITY MEDICAL CENTER,612 W Shorb St,Alhambra,91803,37,Los Angeles,Clinic,Community Clinic,-118.12952,34.07938,-13150116.67,4039465.149
491,QUEENSCARE HEALTH CENTERS,4448 York Blvd,Los Angeles,90041,37,Los Angeles,Clinic,Community Clinic,-118.21886,34.12374,-13160061.95,4045428.753
492,1736 FAMILY CRISIS CENTER,103 W Torrance Blvd,Redondo Beach,90277,37,Los Angeles,Clinic,Community Clinic,-118.3882,33.83837,-13178912.79,4007119.008
493,PEDIATRIC HEALTH AND WIC CENTER,7138 Van Nuys Blvd,Van Nuys,91405,37,Los Angeles,Clinic,Community Clinic,-118.44862,34.20035,-13185638.71,4055735.308
494,THE CHILDREN'S CLINIC AT INTL. ELEMENTARY SCHOOL,700 Locust Ave,Long Beach,90813,37,Los Angeles,Clinic,Community Clinic,-118.190934,33.775437,-13156953.24,3998687.761
495,PLANNED PARENTHOOD OF PASADENA - NORTHWEST CLINIC,1855 N Fair Oaks Ave,Pasadena,91103,37,Los Angeles,Clinic,Community Clinic,-118.15085,34.17818,-13152491.11,4052751.753
496,LOS ANGELES MISSION COMM. MOBILE MED. CL. MINISTRY,311 Winston St,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.24495,34.04559,-13162966.27,4034924.637
497,CLEAVER FAMILY WELLNESS CLINIC,4368 Santa Anita Ave,El Monte,91731,37,Los Angeles,Clinic,Community Clinic,-118.02941,34.08572,-13138972.47,4040317.284
498,FRANCISCAN QUEENSCARE GARFIELD CLINIC,2426 S Garfield Ave,Monterey Park,91754,37,Los Angeles,Clinic,Community Clinic,-118.13013,34.03431,-13150184.57,4033409.295
499,QUEENSCARE  HEALTH CENTERS,133 N Sunol Dr,Los Angeles,90063,37,Los Angeles,Clinic,Community Clinic,-118.1787,34.03734,-13155591.36,4033816.322
500,FOSHAY CLINIC,3751 S Harvard Blvd,Los Angeles,90018,37,Los Angeles,Clinic,Community Clinic,-118.30621,34.01918,-13169785.7,4031377.067
501,FAMILY HEALTH CENTER,1760-70 N Orange Grove Ave,Pomona,91767,37,Los Angeles,Clinic,Community Clinic,-117.74928,34.07588,-13107788.55,4038994.752
502,HUNTINGTON AMBULATORY CARE CLINIC,711 Fairmount Ave,Pasadena,91105,37,Los Angeles,Clinic,Community Clinic,-118.1519,34.1339,-13152607.99,4046795.067
503,"HUMAN RESOURCE CENTER, INC. DBA DEL CARMEN MED CTR",19234 Vanowen St,Reseda,91335,37,Los Angeles,Clinic,Community Clinic,-118.55246,34.19375,-13197198.12,4054847.024
504,EL SERENOL WILSON HEALTH START CLINIC,4500 Multnomah St,Los Angeles,90032,37,Los Angeles,Clinic,Community Clinic,-118.18786,34.06999,-13156611.04,4038203.192
505,"COMPTON CENTRAL HEALTH CLINIC, INC.",201 N Central Ave,Compton,90220,37,Los Angeles,Clinic,Community Clinic,-118.25213,33.89693,-13163765.55,4014969.972
506,AMERICAN HEALTH SERVICES AT HAWAIIAN GARDENS,21507 Norwalk Blvd,Hawaiian Gardens,90716,37,Los Angeles,Clinic,Community Clinic,-118.072264,33.834025,-13143742.96,4006536.699
507,AHF HEALTHCARE CENTER-VALLEY,4835 Van Nuys Blvd,Sherman Oaks,91403,37,Los Angeles,Clinic,Community Clinic,-118.44874,34.15864,-13185652.07,4050122.788
508,CHILDREN'S DENTAL HEALTH CLINIC - BELLFLOWER,10005 Flower St,Bellflower,90706,37,Los Angeles,Clinic,Community Clinic,-118.12073,33.88213,-13149138.17,4012985.271
509,ST JOHN'S WELL CHILD CENTER/COMPTON,2115 N Wilmington Ave,Compton,90222,37,Los Angeles,Clinic,Community Clinic,-118.23919,33.91156,-13162325.07,4016932.214
510,"COAST PLAZA BIRTHING CENTER, LLC",13132 Studebaker Rd,Norwalk,90650,37,Los Angeles,Clinic,Community Clinic,-118.09907,33.91195,-13146726.99,4016984.526
511,TORRANCE MISSION HEALTH CENTER,3443 Torrance Blvd,Torrance,90503,37,Los Angeles,Clinic,Community Clinic,-118.3459,33.83765,-13174203.98,4007022.513
512,ST. ANTHONY MEDICAL CENTER/HOLLYWOOD CLINIC,6368 Hollywood Blvd,Los Angeles,90028,37,Los Angeles,Clinic,Community Clinic,-118.32873,34.10159,-13172292.62,4042450.595
513,SAMUEL DIXON FAMILY HEALTH CENTER CYN CNTRY CLINIC,27225 Camp Plenty Rd,Canyon Country,91351,37,Los Angeles,Clinic,Community Clinic,-118.47596,34.41652,-13188682.18,4084867.889
514,ST. ANTHONY MEDICAL CENTER/IMPERIAL CLINIC,837 W Imperial Hwy,Los Angeles,90044,37,Los Angeles,Clinic,Community Clinic,-118.2901,33.93105,-13167992.35,4019546.825
515,ST. ANTHONY MEDICAL CENTER/ PICO CLINIC,2515 W Pico Blvd,Los Angeles,90006,37,Los Angeles,Clinic,Community Clinic,-118.29212,34.04735,-13168217.21,4035161.091
516,CRENSHAW COMMUNITY HEALTH CENTER,3756 Santa Rosalia Dr,Los Angeles,90008,37,Los Angeles,Clinic,Community Clinic,-118.33916,34.00939,-13173453.68,4030062.288
517,"LOS ANGELES MISSION COLLEGE, STUDENT HLTH CTR",13356 Eldridge Ave,Sylmar,91342,37,Los Angeles,Clinic,Community Clinic,-118.41958,34.31392,-13182405.99,4071031.443
518,CITY HELP WELLNESS CENTER,2301 Bellevue Ave,Los Angeles,90026,37,Los Angeles,Clinic,Community Clinic,-118.269792,34.074206,-13165731.67,4038769.779
519,ARROYO VISTA FAMILY HEALTH CENTER MOBILE CLINIC I,6000 N Figueroa St,Los Angeles,90042,37,Los Angeles,Clinic,Community Clinic,-118.188876,34.111341,-13156724.14,4043761.56
520,COMMUNITY HEALTH FOUNDATION ESTRADA COURTS HC,1305 S Concord St,Los Angeles,90023,37,Los Angeles,Clinic,Community Clinic,-118.2081,34.02093,-13158864.15,4031612.104
521,COMMUNITY HEALTH FOUNDATION WILLIAM MEAD HOMES HC,268 Bloom St,Los Angeles,90012,37,Los Angeles,Clinic,Community Clinic,-118.22938,34.06355,-13161233.03,4037337.777
522,COMMUNITY HEALTH FOUNDATION GAGE MIDDLE SCHOOL HC,2880 E Gage Ave,Huntington Park,90255,37,Los Angeles,Clinic,Community Clinic,-118.21736,33.98119,-13159894.97,4026275.927
523,BIENVENIDOS COMMUNITY HEALTH CENTER,5257 E Beverly Blvd,Los Angeles,90022,37,Los Angeles,Clinic,Community Clinic,-118.15204,34.03138,-13152623.58,4033015.715
524,"ANGELES COMPREHENSIVE COMMUNITY CLINIC, INC",3920 Eagle Rock Blvd,Los Angeles,90065,37,Los Angeles,Clinic,Community Clinic,-118.23013,34.11935,-13161316.52,4044838.437
525,ASIAN PACIFIC HEALTH CARE VENTURE - JMHS HEALTH CENTER,3939 Tracy St,Los Angeles,90027,37,Los Angeles,Clinic,Community Clinic,-118.27709,34.1073,-13166544.08,4043218.253
526,"JWCH INSTITUTE, INC, MEDICAL CLINIC/WEINGART CTR.",522 S San Pedro St,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.2442878,34.0435411,-13162892.56,4034649.375
527,MACLAY HEALTH CENTER FOR CHILDREN,12540 Pierce St,Pacoima,91331,37,Los Angeles,Clinic,Community Clinic,-118.40719,34.27162,-13181026.74,4065331.869
528,COMMUNITY HEALTH FOUNDATION GRIFFITH SCHOOL-BASED,4765 E 4Th St,Los Angeles,90023,37,Los Angeles,Clinic,Community Clinic,-118.1626,34.03121,-13153799.11,4032992.88
529,PIH FAMILY PRACTICE CENTER,12291 Washington Blvd,Whittier,90602,37,Los Angeles,Clinic,Community Clinic,-118.04908,33.96735,-13141162.13,4024418.115
530,COMMUNITY HEALTH FOUNDATION BRYSON/SAN MIGUEL CTR.,9801 San Miguel Ave,South Gate,90280,37,Los Angeles,Clinic,Community Clinic,-118.20083,33.94479,-13158054.86,4021390.424
531,ARROYO VISTA FAMILY HEALTH CENTER,4815 Valley Blvd,Los Angeles,90032,37,Los Angeles,Clinic,Community Clinic,-118.1798873,34.066249,-13155723.53,4037700.463
532,COMMUNITY HEALTH FOUNDATION MAR/VISTA GARDENS HC,4909 Marionwood Dr,Culver City,90230,37,Los Angeles,Clinic,Community Clinic,-118.41074,33.994,-13181421.93,4027995.747
533,UMMA COMMUNITY CLINIC,711 W Florence Ave,Los Angeles,90044,37,Los Angeles,Clinic,Community Clinic,-118.28627,33.97468,-13167565.99,4025402.021
534,PRESBYTERIAN HEALTH PHYSICIANS FAMILY HEALTH/CTR.,12291 Washington Blvd Ste 200,Whittier,90606,37,Los Angeles,Clinic,Community Clinic,-118.050897,33.967506,-13141364.4,4024439.054
535,PRESBYTERIAN HEALTH PHYSICIANS CHILDREN'S HLTH CTR,15082 Imperial Hwy,La Mirada,90638,37,Los Angeles,Clinic,Community Clinic,-118.01045,33.91705,-13136861.86,4017668.643
536,BAART BEVERLY CLINIC,1926 Beverly Blvd,Los Angeles,90057,37,Los Angeles,Clinic,Community Clinic,-118.26859,34.06586,-13165597.86,4037648.19
537,BAART HOLLYWOOD CLINIC,6411 Hollywood Blvd,Los Angeles,90028,37,Los Angeles,Clinic,Community Clinic,-118.32971,34.10168,-13172401.71,4042462.694
538,BAART LA PUENTE CLINIC,15229 E Amar Rd,La Puente,91744,37,Los Angeles,Clinic,Community Clinic,-117.95262,34.03783,-13130424.25,4033882.144
539,BAART SOUTHEAST CLINIC,4920 Avalon Blvd,Los Angeles,90011,37,Los Angeles,Clinic,Community Clinic,-118.26521,33.99833,-13165221.61,4028577.133
540,PRESBYTERIAN HEALTH PHYSICIANS-WOMEN'S H/C,10720 Paramount Blvd,Downey,90241,37,Los Angeles,Clinic,Community Clinic,-118.13475,33.94681,-13150698.87,4021661.488
541,KID'S COMMUNITY CLINIC OF BURBANK,321 E Magnolia Blvd,Burbank,91502,37,Los Angeles,Clinic,Community Clinic,-118.31032,34.18456,-13170243.23,4053610.27
542,MISSION CITY COMMUNITY NETWORK-HOLLYWOOD,4842 Hollywood Blvd,Los Angeles,90027,37,Los Angeles,Clinic,Community Clinic,-118.29519,34.10176,-13168558.96,4042473.448
543,THE SABAN COMMUNITY CLINIC - HOLLYWOOD WILSHIRE HEALTH CENTE,5205 Melrose Ave,Los Angeles,90038,37,Los Angeles,Clinic,Community Clinic,-118.3139,34.08354,-13170641.75,4040024.274
544,BUDDHIST TZU CHI FREE CLINIC (MOBILE CLINIC),1000 S Garfield Ave,Alhambra,91801,37,Los Angeles,Clinic,Free Clinic,-118.12304,34.08455,-13149395.32,4040160.025
545,FOUNDATION COMMUNITY MEDICAL CENTER,8500 S Figueroa St,Los Angeles,90044,37,Los Angeles,Clinic,Community Clinic,-118.28258,33.9611,-13167155.23,4023579.247
546,AMERICAN INDIAN HEALING CENTER,12456 Washington Blvd,Whittier,90602,37,Los Angeles,Clinic,Community Clinic,-118.046434,33.967463,-13140867.58,4024433.282
547,PEOPLE ASSISTING THE HOMELESS,340 N Madison Ave,Los Angeles,90004,37,Los Angeles,Clinic,Free Clinic,-118.28905,34.07691,-13167875.46,4039133.184
548,HEALTH ON WHEELS,30257 San Martinez Rd,Val Verde,91384,37,Los Angeles,Clinic,Community Clinic,-118.66255,34.44698,-13209453.28,4088978.935
549,INDEPENDENCE COMMUNITY TREATMENT CLINIC,19231 Victory Blvd Ste 554,Reseda,91335,37,Los Angeles,Clinic,Community Clinic,-118.552588,34.186737,-13197212.37,4053903.231
